"dat.source","locID","session_nr","vrijwillID","year","date","Latitude","Longitude","BEKNR","BEKNAAM","coordinateUncertaintyInMeters","procambarus.clarkii","procambarus.virginalis","procambarus.acutus","faxonius.limosus","pacifastacus.leniusculus","faxonius.virilis","pontastacus.leptodactylus","CPUE_faxonius.limosus","CPUE_faxonius.virilis","CPUE_pacifastacus.leniusculus","CPUE_pontastacus.leptodactylus","CPUE_procambarus.acutus","CPUE_procambarus.clarkii","CPUE_procambarus.virginalis","valid_link","link_method","VHAS","geometry","VHAG","CATC","WVLC","distances"
"gbif_data",NA,NA,NA,2013,2013-07-02,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-03,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-03,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-03,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-03,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-03,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-07-07,50.827,3.33761,5,"Leiebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(77352.8700700239, 169011.889047923),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2013,2013-07-16,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-18,51.07281,4.17211,4,"Benedenscheldebekken",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(136217.703236816, 195871.181526415),NA,NA,"OVLHME0249",7.90286306625407
"gbif_data",NA,NA,NA,2013,2013-07-18,51.29231,3.3387,2,"Bekken van de Brugse Polders",100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6005811",c(78147.2614267111, 220770.834923075),"10","0",NA,5.32065953786564
"gbif_data",NA,NA,NA,2013,2013-07-23,51.03575,4.41494,8,"Dijle- en Zennebekken",10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(153239.533965582, 191731.251450775),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2013,2013-07-24,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-24,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-24,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-25,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-25,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-07-29,50.81319,4.62239,8,"Dijle- en Zennebekken",10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6017046",c(167875.384099032, 167002.597283278),"6556","1",NA,1.1091720792009
"gbif_data",NA,NA,NA,2013,2013-08-06,51.2515,3.19613,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6038481",c(68131.2724336207, 216378.422064432),"2507","2",NA,8.09740400064473
"gbif_data",NA,NA,NA,2013,2013-08-06,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-06,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-06,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-06,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-06,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-07,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-07,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-07,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-07,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-08,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-08,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-08,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-08,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-09,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-09,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-09,51.32636,5.10159,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201082.719459767, 224314.040193569),NA,NA,"ANTARE0362",0
"gbif_data",NA,NA,NA,2013,2013-08-20,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-20,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-20,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-20,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-21,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-22,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-08-22,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-05,51.26033,3.28406,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","5002748",c(74284.1189559141, 217267.451928165),"2139","2",NA,1.06483582799129
"gbif_data",NA,NA,NA,2013,2013-09-05,51.32568,5.03033,10,"Netebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","1000356",c(196116.280549835, 224191.698671564),"9013","2",NA,1.02025034841261
"gbif_data",NA,NA,NA,2013,2013-09-07,51.03044,5.75759,11,"Maasbekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(247421.866787048, 192051.540275543),NA,NA,"LIMDST0213",6.07165833798528
"gbif_data",NA,NA,NA,2013,2013-09-17,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-18,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-18,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-19,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-19,51.32634,5.10743,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201489.811499074, 224315.852706982),NA,NA,"ANTARE0229",0
"gbif_data",NA,NA,NA,2013,2013-09-30,51.26032,3.28633,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(74442.5457471761, 217264.028632893),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2013,2013-10-10,51.10793,5.82224,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6e+06",c(251787.449020859, 200757.372207803),"9501","0",NA,0.414041397267692
"gbif_data",NA,NA,NA,2013,2013-11-09,51.2837,4.39579,4,"Benedenscheldebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(151886.001175499, 219315.54773753),NA,NA,"ANTANT0297",0
"gbif_data",NA,NA,NA,2013,2013-11-23,51.2837,4.39579,4,"Benedenscheldebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(151886.001175499, 219315.54773753),NA,NA,"ANTANT0297",0
"gbif_data",NA,NA,NA,2013,2013-12-15,50.82969,4.5417,8,"Dijle- en Zennebekken",100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(162184.404251109, 168821.663688795),NA,NA,"VBRTRV0073",0
"gbif_data",NA,NA,NA,2014,2014-01-26,51.2836,4.3977,4,"Benedenscheldebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(152019.268392934, 219304.473476895),NA,NA,"ANTANT0297",0
"gbif_data",NA,NA,NA,2014,2014-02-07,51.06951,5.69381,11,"Maasbekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(242870.810808286, 196315.493449834),NA,NA,"LIMMSK0007",0
"gbif_data",NA,NA,NA,2014,2014-03-14,51.10573,5.80972,11,"Maasbekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(250915.535965344, 200495.571170122),NA,NA,"LIMMSK0462",0
"gbif_data",NA,NA,NA,2014,2014-03-22,51.2837,4.39579,4,"Benedenscheldebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(151886.001175499, 219315.54773753),NA,NA,"ANTANT0297",0
"gbif_data",NA,NA,NA,2014,2014-04-26,51.2837,4.39579,4,"Benedenscheldebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(151886.001175499, 219315.54773753),NA,NA,"ANTANT0297",0
"gbif_data",NA,NA,NA,2014,2014-04-27,51.27572,3.28421,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"GRB/2 + buffer","5002995",c(74319.5813989966, 218979.358167123),"2121","0",NA,16.9554468638283
"gbif_data",NA,NA,NA,2014,2014-05-05,51.22635,5.50854,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(229618.659064744, 213546.490439815),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2014,2014-07-21,51.2603,3.28443,2,"Bekken van de Brugse Polders",100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(74309.8957533722, 217263.737602646),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2014,2014-07-30,51.26038,3.28437,2,"Bekken van de Brugse Polders",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","5002748",c(74305.8377273565, 217272.698292172),"2139","2",NA,8.69364507731492
"gbif_data",NA,NA,NA,2014,2014-08-04,51.28698,5.15588,10,"Netebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(204913.40952604, 219971.693949024),NA,NA,"ANTMOL0088",0
"gbif_data",NA,NA,NA,2014,2014-09-10,51.24853,5.41702,11,"Maasbekken",10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(223191.179213015, 215919.633454898),NA,NA,"LIMNEE0119",0
"gbif_data",NA,NA,NA,2014,2014-09-16,51.09922,5.09995,10,"Netebekken",30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"GRB/2 + buffer","6030807",c(201217.488659441, 199043.813968596),"4","0",NA,20.6508784810386
"gbif_data",NA,NA,NA,2014,2014-09-17,51.06228,5.69704,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(243111.567200819, 195515.343760482),NA,NA,"LIMMSK0353",0
"gbif_data",NA,NA,NA,2014,2014-09-17,51.06245,5.69704,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(243111.228722123, 195534.252926468),NA,NA,"LIMMSK0353",0
"gbif_data",NA,NA,NA,2014,2014-09-17,51.08242,5.69638,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(243025.226720265, 197754.703992734),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2014,2014-09-18,51.19836,5.54185,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","3001048",c(231994.539356959, 210469.132646776),"372","2",NA,14.8222707778543
"gbif_data",NA,NA,NA,2014,2014-09-18,51.23083,5.46249,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(226394.760871803, 213996.447336404),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2014,2014-09-18,51.21313,5.5246,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(230763.336805804, 212093.235253756),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2014,2014-09-20,50.77935,4.55461,8,"Dijle- en Zennebekken",10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(163107.996764458, 163224.092058678),NA,NA,"VBROVR0020",0
"gbif_data",NA,NA,NA,2014,2014-10-21,51.23635,5.21149,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(208856.856373021, 214381.757191566),NA,NA,"ANTMOL0165",0
"gbif_data",NA,NA,NA,2014,2014-10-21,51.22763,5.22781,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(210007.836560401, 213424.749462136),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2015,2015-04-05,51.20317,4.99311,10,"Netebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","7025502",c(193636.575921951, 210539.640210181),"5","0",NA,10.1023612530792
"gbif_data",NA,NA,NA,2015,2015-05-05,51.32721,5.10529,10,"Netebekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(201339.684398471, 224411.160450263),NA,NA,"ANTARE0246",0
"gbif_data",NA,NA,NA,2015,2015-05-31,51.34973,4.98913,10,"Netebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","1500415",c(193222.028903613, 226842.589404844),"8504","2",NA,2.05412206945717
"gbif_data",NA,NA,NA,2015,2015-06-03,51.32864,4.49501,4,"Benedenscheldebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(158800.135951716, 224322.709356313),NA,NA,"ANTBRS0178",0
"gbif_data",NA,NA,NA,2015,2015-06-03,51.32933,4.49515,4,"Benedenscheldebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(158809.76306108, 224399.495056295),NA,NA,"ANTBRS0178",0
"gbif_data",NA,NA,NA,2015,2015-06-04,50.89784,4.59825,8,"Dijle- en Zennebekken",25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(166144.909415649, 176413.554504192),NA,NA,"VBRKRB0039",0
"gbif_data",NA,NA,NA,2015,2015-06-13,51.25966,3.28528,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(74368.1863629531, 217191.675512638),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2015,2015-06-15,51.10793,5.82224,11,"Maasbekken",30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6e+06",c(251787.449020859, 200757.372207803),"9501","0",NA,0.414041397267692
"gbif_data",NA,NA,NA,2015,2015-06-17,51.13689,5.08342,10,"Netebekken",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","7035807",c(200019.283598203, 203223.137271525),"47203","1",NA,1.64828731248403
"gbif_data",NA,NA,NA,2015,2015-07-18,51.25431,3.26939,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","7059318",c(73250.2642396862, 216612.813263633),"2139","2",NA,3.27006690783687
"gbif_data",NA,NA,NA,2015,2015-07-18,51.25431,3.26939,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","7059318",c(73250.2642396862, 216612.813263633),"2139","2",NA,3.27006690783687
"gbif_data",NA,NA,NA,2015,2015-07-28,50.95545,5.45806,9,"Demerbekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(226535.070648579, 183359.308402221),NA,NA,"LIMGNK0081",0
"gbif_data",NA,NA,NA,2015,2015-08-01,51.25831,3.28564,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","6005131",c(74391.1248126557, 217041.129005283),"10625","99",NA,6.38603544694937
"gbif_data",NA,NA,NA,2015,2015-08-12,51.2604,3.28431,2,"Bekken van de Brugse Polders",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","5002748",c(74301.6822878516, 217274.984311293),"2139","2",NA,4.53425888242859
"gbif_data",NA,NA,NA,2015,2015-08-19,51.26031,3.28406,2,"Bekken van de Brugse Polders",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","5002748",c(74284.0864724493, 217265.227037087),"2139","2",NA,1.952408433017
"gbif_data",NA,NA,NA,2015,2015-08-22,51.26043,3.2844,2,"Bekken van de Brugse Polders",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer","5002748",c(74308.01286831, 217278.229957761),"2139","2",NA,5.1941632342165
"gbif_data",NA,NA,NA,2015,2015-08-26,50.98781,5.4962,9,"Demerbekken",10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"not linked",NA,c(229159.906657025, 186998.803318196),NA,NA,NA,NA
"gbif_data",NA,NA,NA,2015,2015-08-31,50.99614,5.32025,9,"Demerbekken",8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(216795.009261288, 187752.342712827),NA,NA,"LIMZNH0402",12.1632374588489
"gbif_data",NA,NA,NA,2015,2015-08-31,50.99617,5.32017,9,"Demerbekken",15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(216789.35077387, 187755.607795329),NA,NA,"LIMZNH0402",9.20159003393138
"gbif_data",NA,NA,NA,2015,2015-08-31,50.99605,5.32011,9,"Demerbekken",10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(216785.310167323, 187742.205395467),NA,NA,"LIMZNH0402",0
"gbif_data",NA,NA,NA,2015,2015-09-01,51.0232,5.7534,11,"Maasbekken",50,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(247143.013514951, 191240.761156937),NA,NA,"LIMDST0090",8.75292560465871
"gbif_data",NA,NA,NA,2015,2015-09-16,51.19662,3.32193,2,"Bekken van de Brugse Polders",10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(76827.543926956, 210142.181441731),NA,NA,"WVLDAM0049",5.04780544955597
"gbif_data",NA,NA,NA,2015,2015-09-20,50.7227,4.32747,8,"Dijle- en Zennebekken",100,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"<buffer",NA,c(147085.123117797, 156906.718913862),NA,NA,"VBRSGR0021",0
