"consecutive"	"dat.source"	"year"	"date"	"CPUE_pontastacus.leptodactylus"	"CPUE_pacifastacus.leniusculus"	"pontastacus.leptodactylus"	"pacifastacus.leniusculus"	"CPUE_faxonius.limosus"	"CPUE_procambarus.clarkii"	"CPUE_procambarus.acutus"	"CPUE_procambarus.virginalis"	"CPUE_faxonius.virilis"	"faxonius.limosus"	"procambarus.clarkii"	"procambarus.acutus"	"procambarus.virginalis"	"faxonius.virilis"	"BEKNR"	"BEKNAAM"	"longitude"	"latitude"	"nearest_river_index"	"VHAG"	"CATC"	"WVLC"	"ID"	"distances_cray_VHAG_WVLC"	"sample_point"	"sample_datum_monstername"	"sample_tijdstip_monstername"	"sample_point_omschrijving"	"lambert_x"	"lambert_y"	"waterloop"	"bekken"	"gemeente"	"Cl-"	"N t"	"O2"	"BZV5"	"EC 20"	"T"	"pH"	"Secchi"	"P t"	"Ca o"	"Clfyl a"	"ZS"	"oPO4"	"distance_cray_FC"
NA	"gbif_data"	2019	"2019-03-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39121999594629	51.2836800024021	29382	NA	NA	"ANTANT0297"	937	0	"OW182950"	"2019-06-11; 2019-06-25; 2019-07-09; 2019-07-23; 2019-08-06; 2019-08-20"	"13:04:00; 11:09:59; 13:33:00; 11:25:00; 15:27:00; 11:52:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.165	NA	1589.33333333333	22.7	8.315	173.333333333333	NA	NA	NA	NA	NA	44.8899249702455
NA	"gbif_data"	2019	"2019-03-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39142899594625	51.2838050024021	29382	NA	NA	"ANTANT0297"	938	0	"OW182950"	"2019-06-11; 2019-06-25; 2019-07-09; 2019-07-23; 2019-08-06; 2019-08-20"	"13:04:00; 11:09:59; 13:33:00; 11:25:00; 15:27:00; 11:52:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.165	NA	1589.33333333333	22.7	8.315	173.333333333333	NA	NA	NA	NA	NA	63.0691824836669
NA	"gbif_data"	2019	"2019-04-26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19127999623144	51.2319000022881	7052	NA	NA	"WVLBRU1182"	944	0	"OW875460"	"2019-06-04; 2019-06-11; 2019-06-18; 2019-06-24; 2019-07-02; 2019-07-08; 2019-07-16; 2019-07-22; 2019-07-30; 2019-08-05; 2019-08-13; 2019-08-19; 2019-08-27"	"09:28:59; 11:16:59; 09:48:59; 08:36:00; 11:18:00; 09:32:59; 11:02:59; 09:34:00; 11:11:00; 10:26:00; 09:10:00; 09:32:00"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	308.666666666667	0.966666666666667	9.56230769230769	NA	1215.38461538462	21.2153846153846	8.5375	151.538461538462	0.0333333333333333	NA	NA	NA	NA	483.951518839401
NA	"gbif_data"	2019	"2019-05-14"	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"Bekken van de Gentse Kanalen"	3.68253999609443	51.0451700023929	17474	NA	NA	"OVLGNT0817"	945	0	"OW570115; OW570130"	"2019-06-03; 2019-06-06; 2019-07-01; 2019-07-15; 2019-07-29; 2019-08-12; 2019-08-26; 2019-06-11; 2019-06-13; 2019-06-17; 2019-06-25; 2019-07-09; 2019-07-23; 2019-08-06; 2019-08-20"	"11:31:00; 10:44:59; 13:47:00; 12:21:00; 08:47:00; 12:10:59; 09:01:59; 11:38:00; 11:00:59; 10:28:00; 14:00:59; 11:18:59; 12:27:00; 09:14:00; 08:54:59; 10:49:59; 12:17:00; 08:45:59; 09:09:00"	"RV: Sport-en Recreatiepark De Blaarmeersen; Zuiderlaan 12,noordelijk deel; RV: Sport-en Recreatiepark De Blaarmeersen; Zuiderlaan 12,noordelijk deel thv steiger"	101983.451478636	192944.816222864	"BLAARMEERSEN"	"Bekken van de Gentse Kanalen"	"Gent"	NA	NA	9.36227272727273	NA	407.363636363636	21.7863636363636	8.45090909090909	98.6363636363636	NA	NA	NA	NA	NA	123.58049264207
NA	"gbif_data"	2019	"2019-05-31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.96620999580464	51.2932700024635	29794	NA	NA	"ANTTUR0207"	949	0	"OW300400"	"2019-06-12; 2019-06-24; 2019-07-10; 2019-07-22; 2019-08-07; 2019-08-19"	"07:47:00; 07:30:00; 07:38:00; 08:51:00; 08:07:00; 09:32:59"	"RV: De Melle; De Picken, Z-N, achter automobielinspectie"	191434.002667	220776.000129	"DE MELLE"	"Netebekken"	"Turnhout"	NA	NA	9.76833333333333	NA	212.533333333333	21.25	8.505	70	NA	NA	NA	NA	NA	332.349826361979
NA	"gbif_data"	2019	"2019-07-28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	11	"Maasbekken"	5.81669999556856	51.098610002619	5539	NA	NA	"LIMMSK0456"	959	0	"OW122000"	"2019-06-11; 2019-06-18; 2019-06-24; 2019-07-09; 2019-07-22; 2019-07-23; 2019-07-25; 2019-08-05; 2019-08-19; 2019-08-20"	"12:48:00; 14:52:59; 12:10:00; 13:28:00; 12:37:59; 12:59:59; 07:44:00; 13:10:00; 12:43:00"	"Aldeneik, Herenlaak, weg langs zwemstrand, FC: aan uiteinde, BBI: midden zwemstrand"	251858.996409	199907.005657	"HERENLAAK"	"Maasbekken"	"Maaseik"	42	1.56666666666667	10.5477777777778	NA	431.4	23.6	8.266	102.857142857143	0.100333333333333	51000	NA	15.4666666666667	NA	480.11853288405
NA	"gbif_data"	2019	"2019-07-28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	11	"Maasbekken"	5.8167499955686	51.0990900026188	5539	NA	NA	"LIMMSK0456"	960	0	"OW122000"	"2019-06-11; 2019-06-18; 2019-06-24; 2019-07-09; 2019-07-22; 2019-07-23; 2019-07-25; 2019-08-05; 2019-08-19; 2019-08-20"	"12:48:00; 14:52:59; 12:10:00; 13:28:00; 12:37:59; 12:59:59; 07:44:00; 13:10:00; 12:43:00"	"Aldeneik, Herenlaak, weg langs zwemstrand, FC: aan uiteinde, BBI: midden zwemstrand"	251858.996409	199907.005657	"HERENLAAK"	"Maasbekken"	"Maaseik"	42	1.56666666666667	10.5477777777778	NA	431.4	23.6	8.266	102.857142857143	0.100333333333333	51000	NA	15.4666666666667	NA	458.790863766279
NA	"gbif_data"	2019	"2019-08-03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.31761999616096	50.8392100024124	1900	NA	NA	"WVLHAR0329"	962	0	"OW633050; OW633055"	"2019-06-03; 2019-06-17; 2019-07-01; 2019-07-15; 2019-07-29; 2019-08-12; 2019-08-26; 2019-06-11; 2019-06-24; 2019-07-02; 2019-07-08; 2019-07-22; 2019-08-05; 2019-08-19; 2019-08-21"	"10:28:00; 11:07:59; 11:20:00; 10:42:59; 10:42:00; 12:08:00; 11:11:59; 10:21:00; 09:25:00; 10:56:00; 08:45:59; 11:00:00; 09:10:59; 09:07:00; 10:33:59; 09:08:00; 09:05:59; 11:45:59; 08:07:59; 09:36:00; 11:02:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.5884407273	170665.727950409	"DE GAVERS"	"Leiebekken"	"Harelbeke"	88.5	2.1	11.3595	NA	670.1	21.43	8.38818181818182	156.5	0.04	65800	NA	10.4	NA	440.152243628528
NA	"gbif_data"	2019	"2019-08-03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.31767999616095	50.8392300024124	1900	NA	NA	"WVLHAR0329"	963	0	"OW633050; OW633055"	"2019-06-03; 2019-06-17; 2019-07-01; 2019-07-15; 2019-07-29; 2019-08-12; 2019-08-26; 2019-06-11; 2019-06-24; 2019-07-02; 2019-07-08; 2019-07-22; 2019-08-05; 2019-08-19; 2019-08-21"	"10:28:00; 11:07:59; 11:20:00; 10:42:59; 10:42:00; 12:08:00; 11:11:59; 10:21:00; 09:25:00; 10:56:00; 08:45:59; 11:00:00; 09:10:59; 09:07:00; 10:33:59; 09:08:00; 09:05:59; 11:45:59; 08:07:59; 09:36:00; 11:02:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.5884407273	170665.727950409	"DE GAVERS"	"Leiebekken"	"Harelbeke"	88.5	2.1	11.3595	NA	670.1	21.43	8.38818181818182	156.5	0.04	65800	NA	10.4	NA	435.474733268744
NA	"gbif_data"	2019	"2019-09-13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	"Bekken van de Brugse Polders"	3.19475999623072	51.2329700022882	7052	NA	NA	"WVLBRU1182"	974	0	"OW875460"	"2019-06-04; 2019-06-11; 2019-06-18; 2019-06-24; 2019-07-02; 2019-07-08; 2019-07-16; 2019-07-22; 2019-07-30; 2019-08-05; 2019-08-13; 2019-08-19; 2019-08-27"	"09:28:59; 11:16:59; 09:48:59; 08:36:00; 11:18:00; 09:32:59; 11:02:59; 09:34:00; 11:11:00; 10:26:00; 09:10:00; 09:32:00"	"RV: Bloso domein; Sint-Pietersplas"	68223.002609	214337.997473	"SINT-PIETERSPLAS (BLOSO-CENTRUM)"	"Bekken van de Brugse Polders"	"Brugge"	308.666666666667	0.966666666666667	9.56230769230769	NA	1215.38461538462	21.2153846153846	8.5375	151.538461538462	0.0333333333333333	NA	NA	NA	NA	220.797395991436
NA	"gbif_data"	2019	"2019-09-23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	3.97819999602159	51.034940002428	26748	NA	NA	"OVLBLE0018"	977	0	"OW542500"	"2019-06-03; 2019-06-11; 2019-06-17; 2019-06-24; 2019-07-01; 2019-07-04; 2019-07-09; 2019-07-11; 2019-07-15; 2019-07-22; 2019-07-29; 2019-08-05; 2019-08-12; 2019-08-19; 2019-08-26"	"14:29:59; 09:26:00; 10:42:00; 10:24:00; 13:33:59; 13:08:59; 12:08:00; 11:34:00; 13:17:59; 10:13:59; 11:47:00; 08:56:59; 12:18:00; 10:20:00; 13:22:00"	"RV: Recreatiedomein Nieuwdonk; Overmere,Dendermondse Steenweg 13A-(Kruisstraat)-Broekstraat-einde Broekdam"	122054.996721	191806.003966	"NIEUWDONK"	"Benedenscheldebekken"	"Berlare"	33.0666666666667	0.8	10.3153333333333	NA	353.4	22.4066666666667	8.836	99.3333333333333	0.02	NA	NA	NA	NA	558.10341788328
NA	"gbif_data"	2019	"2019-12-10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39145999594622	51.2835800024022	29382	NA	NA	"ANTANT0297"	997	0	"OW182950"	"2019-06-11; 2019-06-25; 2019-07-09; 2019-07-23; 2019-08-06; 2019-08-20"	"13:04:00; 11:09:59; 13:33:00; 11:25:00; 15:27:00; 11:52:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.165	NA	1589.33333333333	22.7	8.315	173.333333333333	NA	NA	NA	NA	NA	43.1862842295434
NA	"gbif_data"	2020	"2020-05-08"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.3259699961592	50.8415700024126	1900	NA	NA	"WVLHAR0329"	1009	0	"OW633050; OW633055"	"2020-06-02; 2020-06-15; 2020-06-29; 2020-07-13; 2020-07-27; 2020-08-10; 2020-08-24; 2020-06-22; 2020-06-25; 2020-07-06; 2020-07-20; 2020-08-03; 2020-08-05; 2020-08-17; 2020-08-26; 2020-08-31"	"10:44:59; 11:16:00; 11:23:00; 11:02:59; 10:44:00; 11:43:00; 11:16:59; 10:35:59; 10:22:59; 08:56:59; 11:14:00; 09:52:00; 10:55:00; 09:10:00; 09:21:00; 09:36:00; 11:31:00; 10:30:00; 11:06:00; 09:32:00; 10:17:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76307.9539873044	170668.522479217	"DE GAVERS"	"Leiebekken"	"Harelbeke"	79.5	0.855	10.4752173913043	NA	632.190476190476	21.7652173913043	8.33391304347826	178.5	0.04	59500	NA	2.8	NA	265.676167082608
NA	"gbif_data"	2020	"2020-07-11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	10	"Netebekken"	4.96575999580519	51.2973900024623	28966	NA	NA	"ANTTUR0207"	1037	0	"OW300400"	"2020-06-03; 2020-06-15; 2020-06-29; 2020-07-13; 2020-07-27; 2020-08-10; 2020-08-24"	"07:38:00; 07:44:00; 07:47:00; 07:37:00; 07:51:00; 08:09:59; 07:51:59"	"RV: De Melle; De Picken, Z-N, achter automobielinspectie"	191434.002667	220776.000129	"DE MELLE"	"Netebekken"	"Turnhout"	NA	NA	9.90571428571429	NA	204.714285714286	21.5714285714286	8.63428571428572	70	NA	NA	NA	NA	NA	309.319960747245
NA	"gbif_data"	2020	"2020-07-29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	9	"Demerbekken"	5.14914999573369	51.0566600025533	17278	NA	NA	"LIMBRG0367"	1045	0	"OW416300; OW416310"	"2020-06-02; 2020-06-29; 2020-07-13; 2020-07-27; 2020-08-10; 2020-08-24; 2020-06-15; 2020-06-22; 2020-07-06; 2020-07-20; 2020-08-03; 2020-08-17; 2020-08-31"	"10:13:00; 08:05:00; 08:58:00; 10:03:00; 10:29:00; 09:23:00; 09:43:00; 07:58:00; 07:35:59; 07:55:00; 10:22:00; 08:50:00; 09:30:00; 09:48:00; 09:30:59; 09:57:59; 08:40:00; 09:14:59; 09:52:00"	"Paalse plas (surfzone), Paal, Holststraat, aan steiger, Beringen; Paalse Plas (zwemzone), Paal, Holststraat, midden zwemzone (200m links van surfzone)"	205439.314536368	194347.214527105	"PAALSE PLAS (°)"	"Demerbekken"	"Beringen"	NA	NA	8.86052631578947	NA	172.189473684211	21.8631578947368	7.48684210526316	127.894736842105	NA	NA	NA	NA	NA	726.005998527808
NA	"gbif_data"	2020	"2020-10-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	11	"Maasbekken"	5.81499999557247	51.1307800026092	29843	NA	NA	"LIMKIN0224"	1090	0	"OW121500"	"2020-06-02; 2020-06-15; 2020-06-22; 2020-06-29; 2020-07-06; 2020-07-13; 2020-07-20; 2020-07-27; 2020-08-03; 2020-08-10; 2020-08-17; 2020-08-24; 2020-08-31"	"09:46:59; 11:34:59; 11:43:00; 09:01:59; 09:05:59; 10:53:59; 12:14:59; 10:10:00; 11:36:00; 06:39:59; 12:35:00; 10:13:00; 10:47:00"	"RV: Geistingen, einde Vroenhof, parking rechts van taverne De Steenberg, dagstrand"	251316.002207	203354.998595	"STEENBERG"	"Maasbekken"	"Kinrooi"	NA	NA	10.5492307692308	NA	377.384615384615	21.1923076923077	8.26384615384615	93.0769230769231	NA	NA	NA	NA	NA	107.610957134794
NA	"gbif_data"	2020	"2020-10-23"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39060999594648	51.284090002402	29382	NA	NA	"ANTANT0297"	1094	0	"OW182950"	"2020-06-02; 2020-06-16; 2020-06-30; 2020-07-14; 2020-07-28; 2020-08-11; 2020-08-25"	"15:23:00; 11:45:00; 13:48:00; 14:58:00; 11:20:59; 13:06:59; 13:37:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.2228571428571	NA	1653	22.3142857142857	8.22142857142857	125.714285714286	NA	NA	NA	NA	NA	93.8845991184418
NA	"gbif_data"	2020	"2020-10-29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39014999594659	51.2840400024019	29382	NA	NA	"ANTANT0297"	1099	0	"OW182950"	"2020-06-02; 2020-06-16; 2020-06-30; 2020-07-14; 2020-07-28; 2020-08-11; 2020-08-25"	"15:23:00; 11:45:00; 13:48:00; 14:58:00; 11:20:59; 13:06:59; 13:37:00"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.2228571428571	NA	1653	22.3142857142857	8.22142857142857	125.714285714286	NA	NA	NA	NA	NA	104.107560194982
NA	"gbif_data"	2021	"2021-03-16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39718999594478	51.2832900024029	29382	NA	NA	"ANTANT0297"	1110	0	"OW182950"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23"	"11:38:59; 11:25:00; 11:16:59; 11:16:00; 11:18:59"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.1616666666667	NA	1691.5	21.6666666666667	8.27333333333333	200	NA	NA	NA	NA	NA	428.698333236087
NA	"gbif_data"	2021	"2021-03-19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39175599594613	51.2833930024023	29382	NA	NA	"ANTANT0297"	1111	0	"OW182950"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23"	"11:38:59; 11:25:00; 11:16:59; 11:16:00; 11:18:59"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.1616666666667	NA	1691.5	21.6666666666667	8.27333333333333	200	NA	NA	NA	NA	NA	50.8263751502555
NA	"gbif_data"	2021	"2021-03-20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.39177999594618	51.2839600024021	29382	NA	NA	"ANTANT0297"	1112	0	"OW182950"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23"	"11:38:59; 11:25:00; 11:16:59; 11:16:00; 11:18:59"	"RV: Muisbroek; Ekeren; wegje tgo Churchilldok, Noorderlaan"	151554.999979	219269.998559	"OPENLUCHTCENTRUM MUISBROEK - EKEREN"	"Benedenscheldebekken"	"Antwerpen"	NA	NA	10.1616666666667	NA	1691.5	21.6666666666667	8.27333333333333	200	NA	NA	NA	NA	NA	90.3035253064508
NA	"gbif_data"	2021	"2021-04-18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	11	"Maasbekken"	5.8147199955723	51.1286100026098	7210	NA	NA	"LIMKIN0224"	1119	0	"OW121500"	"2021-06-07; 2021-06-14; 2021-06-21; 2021-06-28; 2021-07-05; 2021-07-12; 2021-07-26; 2021-08-02; 2021-08-09; 2021-08-16; 2021-08-23; 2021-08-30"	"12:21:59; 10:29:00; 12:59:00; 10:51:00; 12:10:59; 10:44:00; 09:30:59; 11:52:00; 10:33:59; 12:10:00; 10:37:00; 13:44:59"	"RV: Geistingen, einde Vroenhof, parking rechts van taverne De Steenberg, dagstrand"	251316.002207	203354.998595	"STEENBERG"	"Maasbekken"	"Kinrooi"	NA	NA	11.5341666666667	NA	333.666666666667	21.1416666666667	8.41333333333333	80.4166666666667	NA	NA	NA	NA	NA	323.513242803933
NA	"gbif_data"	2021	"2021-06-09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.33044999615823	50.8425700024128	1900	NA	NA	"WVLHAR0329"	1135	0.0495903786311809	"OW633050; OW633055"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23; 2021-06-07; 2021-06-21; 2021-07-05; 2021-07-19; 2021-08-02; 2021-08-16; 2021-08-30"	"11:36:00; 11:56:00; 12:26:00; 11:06:00; 10:56:00; 12:27:00; 09:34:00; 11:56:59; 09:39:59; 11:47:00; 09:16:00; 12:03:00; 09:44:00; 10:57:00; 09:21:00; 10:48:00; 09:32:00; 12:18:00; 10:12:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	10.8263157894737	NA	640.842105263158	21.3052631578947	8.23263157894737	171.875	NA	NA	NA	NA	NA	578.122589273123
NA	"gbif_data"	2021	"2021-10-03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.32605999615921	50.8418000024126	1900	NA	NA	"WVLHAR0329"	1249	0	"OW633050; OW633055"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23; 2021-06-07; 2021-06-21; 2021-07-05; 2021-07-19; 2021-08-02; 2021-08-16; 2021-08-30"	"11:36:00; 11:56:00; 12:26:00; 11:06:00; 10:56:00; 12:27:00; 09:34:00; 11:56:59; 09:39:59; 11:47:00; 09:16:00; 12:03:00; 09:44:00; 10:57:00; 09:21:00; 10:48:00; 09:32:00; 12:18:00; 10:12:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	10.8263157894737	NA	640.842105263158	21.3052631578947	8.23263157894737	171.875	NA	NA	NA	NA	NA	270.543443838774
NA	"gbif_data"	2021	"2021-10-03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.32444999615968	50.8426000024121	1900	NA	NA	"WVLHAR0329"	1250	0	"OW633050; OW633055"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23; 2021-06-07; 2021-06-21; 2021-07-05; 2021-07-19; 2021-08-02; 2021-08-16; 2021-08-30"	"11:36:00; 11:56:00; 12:26:00; 11:06:00; 10:56:00; 12:27:00; 09:34:00; 11:56:59; 09:39:59; 11:47:00; 09:16:00; 12:03:00; 09:44:00; 10:57:00; 09:21:00; 10:48:00; 09:32:00; 12:18:00; 10:12:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	10.8263157894737	NA	640.842105263158	21.3052631578947	8.23263157894737	171.875	NA	NA	NA	NA	NA	175.334745656914
NA	"gbif_data"	2021	"2021-10-17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	"Leiebekken"	3.32558999615933	50.8419000024125	1900	NA	NA	"WVLHAR0329"	1262	0	"OW633050; OW633055"	"2021-06-14; 2021-06-28; 2021-07-12; 2021-07-26; 2021-08-09; 2021-08-23; 2021-06-07; 2021-06-21; 2021-07-05; 2021-07-19; 2021-08-02; 2021-08-16; 2021-08-30"	"11:36:00; 11:56:00; 12:26:00; 11:06:00; 10:56:00; 12:27:00; 09:34:00; 11:56:59; 09:39:59; 11:47:00; 09:16:00; 12:03:00; 09:44:00; 10:57:00; 09:21:00; 10:48:00; 09:32:00; 12:18:00; 10:12:00"	"RV: De Gavers (grote vijver); steiger; RV: De Gavers (kleine vijver); zwemstrand"	76305.9975202105	170666.211214789	"DE GAVERS"	"Leiebekken"	"Harelbeke"	NA	NA	10.8263157894737	NA	640.842105263158	21.3052631578947	8.23263157894737	171.875	NA	NA	NA	NA	NA	238.463741185466
NA	"gbif_data"	2022	"2022-04-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.38702999592493	51.0692200024633	462	NA	NA	"ANTWIL0020"	1299	0	"OW809300"	"2022-06-07; 2022-06-10; 2022-06-13; 2022-06-17; 2022-06-20; 2022-06-27; 2022-06-28; 2022-07-04; 2022-07-12; 2022-07-19; 2022-07-25; 2022-07-28; 2022-08-01; 2022-08-08; 2022-08-11; 2022-08-16; 2022-08-19; 2022-08-22; 2022-08-29; 2022-08-30"	"14:02:59; 08:51:00; 12:28:00; NA; 13:42:00; 12:27:00; 07:44:00; 11:20:00; 12:01:00; 11:02:00; 09:52:00; 11:18:59; 13:24:59; 10:26:59; 13:04:59; 09:00:00; 13:53:59; 11:49:00; 09:57:00"	"RV Hazewinkel; Heindonk, Beenhouwersstr, links aan einde 2e houten steiger in ZO van de vijver"	152499.999452	194610.006475	"RV: HAZEWINKEL (°)"	"Benedenscheldebekken"	"Willebroek"	51.4666666666667	0.79	9.9105	NA	460.5	23.21	8.68947368421053	225.294117647059	0.0333333333333333	50666.6666666667	NA	2.03333333333333	NA	1482.65484555459
NA	"gbif_data"	2022	"2022-04-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	"Benedenscheldebekken"	4.38711999592491	51.0692600024633	462	NA	NA	"ANTWIL0020"	1300	0	"OW809300"	"2022-06-07; 2022-06-10; 2022-06-13; 2022-06-17; 2022-06-20; 2022-06-27; 2022-06-28; 2022-07-04; 2022-07-12; 2022-07-19; 2022-07-25; 2022-07-28; 2022-08-01; 2022-08-08; 2022-08-11; 2022-08-16; 2022-08-19; 2022-08-22; 2022-08-29; 2022-08-30"	"14:02:59; 08:51:00; 12:28:00; NA; 13:42:00; 12:27:00; 07:44:00; 11:20:00; 12:01:00; 11:02:00; 09:52:00; 11:18:59; 13:24:59; 10:26:59; 13:04:59; 09:00:00; 13:53:59; 11:49:00; 09:57:00"	"RV Hazewinkel; Heindonk, Beenhouwersstr, links aan einde 2e houten steiger in ZO van de vijver"	152499.999452	194610.006475	"RV: HAZEWINKEL (°)"	"Benedenscheldebekken"	"Willebroek"	51.4666666666667	0.79	9.9105	NA	460.5	23.21	8.68947368421053	225.294117647059	0.0333333333333333	50666.6666666667	NA	2.03333333333333	NA	1480.02016133404
